sep=|
02:30 horas (UTC-6)
lunes 7 de diciembre de 2015
ACTAS_CAPTURADAS|ACTAS_POR_CAPTURAR|PORCENTAJE_ACTAS_CAPTURADAS|ACTAS_CONTABILIZADAS|ACTAS_NO_CONTABILIZADAS|PARTICIPACION_CIUDADANA
445|0|100.0000|441|4|37.6669

ID_ESTADO|ESTADO|ID_DISTRITO|DISTRITO|SECCION|ID_CASILLA|TIPO_CASILLA|EXT_CONTIGUA|UBICACION_CASILLA|TIPO_ACTA|NUM_BOLETAS_SOBRANTES|TOTAL_CIUDADANOS_VOTARON|NUM_BOLETAS_EXTRAIDAS|PAN|PRI|PVEM|PT|NUEVA_ALIANZA|MORENA|PARTIDO_HUMANISTA|ENCUENTRO_SOCIAL|PAN_PANAL|PRI_PVEM|NO_REGISTRADOS|NULOS|TOTAL_VOTOS|LISTA_NOMINAL|OBSERVACIONES|CONTABILIZADA|CRYT|SHA|HORA_ACOPIO|HORA_CAPTURA|HORA_REGISTRO
1|AGUASCALIENTES|1|JESUS MARIA|412|1|B|0|2|2|444|215|220|112|70|1|22|1|2|1|2|1|3|1|4|220|644| |1| |a0c990892ab730c1879e875c643ecf8f23e2dba864c76f604829ada43dc735ac|2015-12-06 20:16:00.000|2015-12-06 20:20:26.189|2015-12-06 20:20:28.577|
1|AGUASCALIENTES|1|JESUS MARIA|412|1|C|0|2|2|474|185|190|79|76|0|18|6|3|0|1|2|1|0|5|191|644| |1| |440bbc5124358937bb22f94ecb2f174648c1f8323b1202520205c4daa4b2af64|2015-12-06 20:15:00.000|2015-12-06 20:20:21.442|2015-12-06 20:20:23.818|
1|AGUASCALIENTES|1|JESUS MARIA|412|2|C|0|2|2|453|206|210|92|78|5|17|4|3|0|0|0|4|0|7|210|643| |1| |0ce6e56823a360702797d884c5708d54e408075ea52fa58354cb946c4b3204a3|2015-12-06 20:18:00.000|2015-12-06 20:21:12.422|2015-12-06 20:21:15.820|
1|AGUASCALIENTES|1|JESUS MARIA|412|3|C|0|2|2|474|182|189|93|65|4|13|2|1|0|1|1|5|0|4|189|643| |1| |e8022694dde3d88070b86ce731d1dd478aa85f2d188e2cefea5d855ec60df30b|2015-12-06 20:17:00.000|2015-12-06 20:21:22.183|2015-12-06 20:21:25.683|
1|AGUASCALIENTES|1|JESUS MARIA|412|4|C|0|2|2|267|196|196|80|76|1|17|3|3|2|1|2|3|0|8|196|643| |1| |b600ac24ef32189fbb67be6fd9b0feb83fd920f2499fb1c2254e70ed5e921beb|2015-12-06 20:15:00.000|2015-12-06 20:20:05.382|2015-12-06 20:20:08.815|
1|AGUASCALIENTES|1|JESUS MARIA|413|1|B|0|2|2|546|130|138|80|32|1|8|5|7|1|2|0|1|0|1|138|664| |1| |e4ad5ed382b47341083195222a924902aa8e056ca4f588e99396e4875eb5c77d|2015-12-06 19:33:00.000|2015-12-06 19:38:16.569|2015-12-06 19:38:18.317|
1|AGUASCALIENTES|1|JESUS MARIA|413|1|C|0|2|2|537|137|147|81|42|1|9|7|3|0|1|1|1|0|1|147|664| |1| |cb6c271030c5a36f8ae9d133827e44f9f85acc6ed4b04d2aa9069e4f469b5fd0|2015-12-06 20:24:00.000|2015-12-06 20:34:40.021|2015-12-06 20:34:43.174|
1|AGUASCALIENTES|1|JESUS MARIA|413|2|C|0|2|2|541|133|143|85|37|3|9|4|4|0|0|1|0|0|541|684|664| |1| |1b070866a29cefbd5aeab951e1f6761428ea8513f3fd45afdae1d70b7aaccdc7|2015-12-06 20:15:00.000|2015-12-06 20:18:44.435|2015-12-06 20:18:47.663|
1|AGUASCALIENTES|1|JESUS MARIA|413|3|C|0|2|2|526|152|157|94|34|1|10|2|6|1|2|0|0|0|7|157|663| |1| |b8db63d5387487cab63c31094f505fc45140dc71b7f6b4546405c338220034d6|2015-12-06 20:18:00.000|2015-12-06 20:47:43.178|2015-12-06 20:47:44.909|
1|AGUASCALIENTES|1|JESUS MARIA|413|4|C|0|2|2|525|152|158|90|42|4|10|2|3|3|0|1|0|0|3|158|663| |1| |c597f9bb4a06df127dc90a0fa591e572267b4c084d854c65f67f811ebc054e91|2015-12-06 20:15:00.000|2015-12-06 20:48:10.810|2015-12-06 20:48:12.534|
1|AGUASCALIENTES|1|JESUS MARIA|413|5|C|0|2|2|532|144|151|97|41|0|5|1|3|1|1|0|0|0|2|151|663| |1| |4436b4f9e26a8d66ed24cc2830457a13189cad884a878d71aec3d7689a986a2f|2015-12-06 20:51:00.000|2015-12-06 20:53:58.787|2015-12-06 20:54:01.095|
1|AGUASCALIENTES|1|JESUS MARIA|413|6|C|0|2|2|548|129|135|79|39|1|6|2|1|2|1|0|1|0|3|135|663| |1| |842387d669f73aec9cf1dd39a092b334a28e343661a3d8323c106f3313909165|2015-12-06 20:44:00.000|2015-12-06 20:49:24.691|2015-12-06 20:49:26.360|
1|AGUASCALIENTES|1|JESUS MARIA|413|7|C|0|2|2|553|127|130|65|42|2|7|3|2|0|1|1|5|0|2|130|663| |1| |c547d2817bdc1edf27b66f9ef8ae4144448e534ad5c7db4218c2c72df2e62471|2015-12-06 20:03:00.000|2015-12-06 20:06:27.933|2015-12-06 20:06:30.368|
1|AGUASCALIENTES|1|JESUS MARIA|414|1|B|0|1|2|410|187|190|78|91|2|9|1|2|1|Ilegible|79|93|0|5|361|580| |1| |c7dd02df8be1ae30e30c2ea6a74459215274693b34eea97ea4143fccffd9cb4c|2015-12-06 20:31:00.000|2015-12-06 20:36:18.707|2015-12-06 20:36:22.251|
1|AGUASCALIENTES|1|JESUS MARIA|414|1|C|0|1|2|376|223|223|106|78|6|9|3|4|0|3|1|6|1|6|223|579| |1| |ac0bc4000d570bae8c70e5cef5ef05680420a9084b293035d6a88ce7b580c0cb|2015-12-06 21:11:00.000|2015-12-06 21:14:50.043|2015-12-06 21:14:53.234|
1|AGUASCALIENTES|1|JESUS MARIA|414|2|C|0|1|2|416|175|183|84|71|0|14|1|2|1|2|1|5|0|2|183|579| |1| |a46d5fd33370c2a727435d7c86f4025fa136bce3508e03c94b65cf5b0aaa82ce|2015-12-06 20:01:00.000|2015-12-06 20:05:00.659|2015-12-06 20:05:03.917|
1|AGUASCALIENTES|1|JESUS MARIA|414|3|C|0|1|2|388|206|211|94|80|0|16|3|2|1|1|0|4|0|10|211|579| |1| |52fd9cb47f709ad695ab297fc2e4eef19cf53cf7821386a2206e74232f372a19|2015-12-06 20:30:00.000|2015-12-06 20:33:03.619|2015-12-06 20:33:06.777|
1|AGUASCALIENTES|1|JESUS MARIA|415|1|B|0|2|2|426|237|244|51|75|4|49|33|9|1|6|2|4|0|10|244|650| |1| |1938b1dfa1f0d46ac9df02140f6e975adcdc320a7cd5acccc68897cc377d2c5a|2015-12-06 22:01:00.000|2015-12-06 22:08:31.010|2015-12-06 22:08:34.145|
1|AGUASCALIENTES|1|JESUS MARIA|415|1|C|0|2|2|431|231|239|76|61|2|47|29|1|0|10|3|4|0|6|239|650| |1| |01a0a9be1e2e68c30be1bae43e5bbc7d52b15f897a85fdc3a54dd5f1f8754d17|2015-12-06 22:06:00.000|2015-12-06 22:31:49.937|2015-12-06 22:31:53.064|
1|AGUASCALIENTES|1|JESUS MARIA|415|2|C|0|2|2|425|239|244|66|79|6|40|27|10|0|3|5|1|0|7|244|649| |1| |6262783b398c4bdc39992295b231701e63328d1eb512a3c308f050f2ff30fb7b|2015-12-06 22:07:00.000|2015-12-06 22:15:52.542|2015-12-06 22:15:54.347|
1|AGUASCALIENTES|1|JESUS MARIA|415|3|C|0|2|2|444|218|225|45|60|5|56|41|5|1|3|0|1|0|8|225|649| |1| |9e620feb5446a96d341e0dd064a8361dbb7b0f6eb6631d2a69788f0e95b75e2d|2015-12-06 22:05:00.000|2015-12-06 22:11:56.289|2015-12-06 22:11:59.285|
1|AGUASCALIENTES|1|JESUS MARIA|415|4|C|0|2|2|448|218|221|69|56|2|42|33|3|3|3|4|0|0|6|221|649| |1| |85576f48bd0c83862b55fd1527b0e7b5fa0844c6956ae212bcf42fadc4165ae8|2015-12-06 22:07:00.000|2015-12-06 22:20:00.926|2015-12-06 22:20:03.196|
1|AGUASCALIENTES|1|JESUS MARIA|415|5|C|0|2|2|435|230|233|53|76|2|44|40|4|3|3|0|0|0|8|233|649| |1| |a73d087bb424668308fbe657aa580a3c08077ca8fc3aa92009c4504ea636dab7|2015-12-06 22:08:00.000|2015-12-06 22:18:18.493|2015-12-06 22:18:21.932|
1|AGUASCALIENTES|1|JESUS MARIA|415|6|C|0|2|2|431|234|238|79|69|9|38|29|4|2|2|1|3|1|1|238|649| |1| |bfbe6026b8d7bce208f0c386eba30e4348aba555cc2560b7dff2c626e0182bb0|2015-12-06 22:04:00.000|2015-12-06 22:10:15.622|2015-12-06 22:10:19.020|
1|AGUASCALIENTES|1|JESUS MARIA|416|1|B|0|2|2|336|251|255|47|91|2|36|50|8|3|7|1|4|0|6|255|571| |1| |f7369345cb98be613ed4747551f93651a87ad055e081949843140f02ac62ccea|2015-12-06 22:40:00.000|2015-12-06 23:16:48.247|2015-12-06 23:16:50.201|
1|AGUASCALIENTES|1|JESUS MARIA|416|1|C|0|2|2|348|239|242|49|87|5|28|49|2|1|3|1|4|13|0|242|570| |1| |1d7ff0ecd6cf28a3e08e0fd9b3132c51411f62d2ce38fe2041e7d9d6ea542525|2015-12-06 22:42:00.000|2015-12-06 23:22:13.107|2015-12-06 23:22:14.717|
1|AGUASCALIENTES|1|JESUS MARIA|417|1|B|0|1|2|377|287|288|106|73|3|25|43|10|2|7|3|2|0|14|288|645| |1| |e2124bf0aab2a2edae45bd8daf2050daaa6f457288172c48a64da59c3ab875f0|2015-12-06 22:41:00.000|2015-12-06 23:17:02.624|2015-12-06 23:17:06.197|
1|AGUASCALIENTES|1|JESUS MARIA|417|1|C|0|1|2|381|283|283|87|81|2|35|46|Sin dato|4|Sin dato|3|4|1|8|271|644| |1| |c07c79752e986634a032acff5b7f8aa1aba05e54c43eb6207d0f5ecc6c4564a3|2015-12-06 22:39:00.000|2015-12-06 23:17:18.839|2015-12-06 23:17:21.736|
1|AGUASCALIENTES|1|JESUS MARIA|418|1|B|0|2|2|320|235|240|46|75|1|49|41|3|1|2|5|2|1|14|240|540| |1| |4d7f2d6605a6215981e68f3b01dca4b08934c76d18e4f3aaaf06b34816aa3542|2015-12-06 22:43:00.000|2015-12-06 23:20:02.639|2015-12-06 23:20:06.087|
1|AGUASCALIENTES|1|JESUS MARIA|418|1|C|0|2|2|374|179|186|26|74|7|27|43|0|1|3|1|2|0|2|186|540| |1| |b95b488cd22c6d249e79278b60ba27d1d9239b3ac5463b46f1e55437ebd7cc90|2015-12-06 22:45:00.000|2015-12-06 23:21:19.896|2015-12-06 23:21:23.051|
1|AGUASCALIENTES|1|JESUS MARIA|419|1|B|0|1|2|294|229|229|64|80|4|25|31|13|1|5|2|2|0|6|233|503| |1| |36d7bbbad9081cc9d883203b2d297909ba721a0e75c1690ececd821c20dc8791|2015-12-06 22:07:00.000|2015-12-06 22:18:08.588|2015-12-06 22:18:11.707|
1|AGUASCALIENTES|1|JESUS MARIA|419|1|C|0|1|2|310|206|212|68|82|2|13|25|3|0|9|1|3|0|6|212|502| |1| |f5b1a10b8252491ff1e8972888282f22c317d78c6b5161f113341723c856441a|2015-12-06 22:09:00.000|2015-12-06 22:35:34.033|2015-12-06 22:35:35.611|
1|AGUASCALIENTES|1|JESUS MARIA|419|2|C|0|1|2|328|190|194|65|74|6|10|22|8|0|0|5|0|0|4|194|502| |1| |80776013821fe478f5665617c66667024fee2a0b271c0a387a7b038b95e9ed27|2015-12-06 22:02:00.000|2015-12-06 22:08:33.940|2015-12-06 22:08:36.717|
1|AGUASCALIENTES|1|JESUS MARIA|420|1|B|0|1|2|345|203|203|53|44|3|32|49|5|0|5|3|3|Sin dato|6|203|532| |1| |baadfa7f10d5457b15d3353fec31a8434291f56e5eff05396ee11762c21fe773|2015-12-06 22:07:00.000|2015-12-06 22:16:00.316|2015-12-06 22:16:01.910|
1|AGUASCALIENTES|1|JESUS MARIA|420|1|C|0|1|2|338|202|210|36|74|2|33|40|4|2|2|3|1|0|13|210|532| |1| |6baaaf84a3d8fe35b9589c3eb317cb3c284e44328b500cfe6e6bbb17d639d14d|2015-12-06 22:07:00.000|2015-12-06 22:19:22.322|2015-12-06 22:19:25.424|
1|AGUASCALIENTES|1|JESUS MARIA|421|1|B|0|1|2|Sin dato|Sin dato|Sin dato|57|72|4|71|30|3|4|13|1|5|Sin dato|4|264|673| |1| |9a49e6e18c56fa39ae39817f6f0d9e975cd1d17d548240af57d06d7f3b8e9508|2015-12-06 22:42:00.000|2015-12-06 23:18:18.718|2015-12-06 23:18:22.165|
1|AGUASCALIENTES|1|JESUS MARIA|421|1|C|0|1|2|458|232|235|53|78|5|49|36|2|1|5|2|1|0|3|235|673| |1| |dc02a1c73f89e4a7a8abc39b576c88039080ab2ce21540f52c9ef3e9e45bcaa9|2015-12-06 22:41:00.000|2015-12-06 23:18:05.868|2015-12-06 23:18:07.267|
1|AGUASCALIENTES|1|JESUS MARIA|421|2|C|0|1|2|471|219|222|59|66|5|37|37|2|5|2|1|1|0|7|222|673| |1| |5a301582ec0c33363bca5d9a61bd0dbb050744eb2e242cfa842f7282b7838540|2015-12-06 22:38:00.000|2015-12-06 23:12:32.531|2015-12-06 23:12:35.830|
1|AGUASCALIENTES|1|JESUS MARIA|421|3|C|0|1|2|432|254|260|41|77|6|67|41|7|1|7|0|5|0|8|260|672| |1| |fbedb060cfda3c10520857219dd267404a990d420fc32f307ab7f91e8ee2ad18|2015-12-06 22:43:00.000|2015-12-06 23:19:23.993|2015-12-06 23:19:27.124|
1|AGUASCALIENTES|1|JESUS MARIA|421|4|C|0|1|2|468|227|0|56|65|7|45|28|3|2|6|4|3|0|8|227|672| |1| |7cbb26ef0390d182dc4ef7f6278013e10b29e7d242d2ca9cf7e33d5e0f5e0cc5|2015-12-06 22:48:00.000|2015-12-06 23:23:54.521|2015-12-06 23:23:56.184|
1|AGUASCALIENTES|1|JESUS MARIA|421|5|C|0|1|2|Sin dato|Sin dato|Sin dato|58|80|6|48|30|2|2|4|0|5|0|5|240|672| |1| |bbdd810e233a303bfddfb50a6e52aa1c195a85064dd3a337b48fc53565ca8fb7|2015-12-06 22:44:00.000|2015-12-06 23:18:25.526|2015-12-06 23:18:28.515|
1|AGUASCALIENTES|1|JESUS MARIA|421|6|C|0|1|2|447|245|245|61|74|8|50|31|6|1|6|1|2|0|5|245|672| |1| |6a04e149f6c2a8d33681dcc85eddb54b25f8e609a62101d016cb6f9c4f6c2d59|2015-12-06 22:44:00.000|2015-12-06 23:24:33.186|2015-12-06 23:24:35.949|
1|AGUASCALIENTES|1|JESUS MARIA|422|1|B|0|1|2|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|0|457| |1| |7b082a47cc593f47e9c6ce3908439c4519a878d4e5645e2e986b7be3b456a72d|2015-12-06 22:04:00.000|2015-12-06 22:09:22.586|2015-12-06 22:09:24.451|
1|AGUASCALIENTES|1|JESUS MARIA|422|1|C|0|1|2|294|179|183|74|41|0|21|24|5|1|8|0|0|2|7|183|457| |1| |6367a1008062ab2132c8951cf63b7c58e161e22562637bbaaf9a75b9aef4f62b|2015-12-06 22:09:00.000|2015-12-06 22:29:11.947|2015-12-06 22:29:13.425|
1|AGUASCALIENTES|1|JESUS MARIA|423|1|B|0|1|2|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|0|648| |1| |896c5b74f30841ce35a01164fb292dd00ce124978003e1768257b937104da073|2015-12-06 22:09:00.000|2015-12-06 22:15:22.738|2015-12-06 22:15:24.420|
1|AGUASCALIENTES|1|JESUS MARIA|423|1|C|0|1|2|413|251|254|50|86|3|34|54|8|0|6|1|2|1|9|254|647| |1| |3997d8811bc4a93a9458e7258a0e9d5100490cdf2c8da34f9e49f3d17cd3ce52|2015-12-06 22:05:00.000|2015-12-06 22:12:49.190|2015-12-06 22:12:51.151|
1|AGUASCALIENTES|1|JESUS MARIA|424|1|B|0|1|2|407|250|256|72|52|8|32|55|5|2|5|4|8|0|13|256|643| |1| |454ce286c67d868ec54823c41dafed418d9d780a051c72905e43ef3efc716698|2015-12-06 22:07:00.000|2015-12-06 22:19:21.613|2015-12-06 22:19:22.958|
1|AGUASCALIENTES|1|JESUS MARIA|424|1|C|0|1|2|Ilegible|Ilegible|Ilegible|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|0|642| |1| |886fb4df439eab374464d88f899af7d11c1c373337243c8877ac0ca6ed8d8f28|2015-12-06 22:04:00.000|2015-12-06 22:11:06.032|2015-12-06 22:11:08.076|
1|AGUASCALIENTES|1|JESUS MARIA|424|2|C|0|1|2|425|233|237|65|64|5|25|52|3|7|3|3|1|1|8|237|642| |1| |56e088cf6e39734dbf936fb7be2f609fdf447417c3dc8d60d3caed361962896f|2015-12-06 22:01:00.000|2015-12-06 22:14:07.633|2015-12-06 22:14:10.587|
1|AGUASCALIENTES|1|JESUS MARIA|424|3|C|0|1|2|413|245|249|69|66|4|21|52|7|2|8|6|2|0|12|249|642| |1| |b8a3615968f9fdf230bf12a2c484af5ddf83efef8295ace83f8132c98742c0b1|2015-12-06 22:01:00.000|2015-12-06 22:05:59.340|2015-12-06 22:06:02.299|
1|AGUASCALIENTES|1|JESUS MARIA|425|1|B|0|1|2|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|0|390| |1| |c754320744abb59e6c114d0b67839084debc67e895b4b179e0935474991cf5a0|2015-12-06 22:03:00.000|2015-12-06 22:08:26.675|2015-12-06 22:08:29.619|
1|AGUASCALIENTES|1|JESUS MARIA|425|1|C|0|1|2|230|172|179|41|62|4|34|22|1|2|6|1|0|0|6|179|389| |1| |58b5cdef6aa18b7d40b6d1f7dea680cd2a50044c075b5bebd753f5ec7f241ade|2015-12-06 22:01:00.000|2015-12-06 22:06:52.201|2015-12-06 22:06:55.414|
1|AGUASCALIENTES|1|JESUS MARIA|426|1|B|0|2|2|294|253|253|58|93|14|55|25|0|0|2|0|2|0|4|253|527| |1| |911f66923f59dd9e376744490f047f6b2375a8b07a14db4f66e6dc7834747169|2015-12-06 22:06:00.000|2015-12-06 22:38:11.629|2015-12-06 22:38:15.025|
1|AGUASCALIENTES|1|JESUS MARIA|426|1|C|0|2|2|327|219|Ilegible|48|85|4|44|18|2|0|7|3|3|0|5|219|526| |1| |501bf81f43efc70a6e6f7a1dafc2608811b71d8919ed8dcb875c4d1002f99f6c|2015-12-06 22:07:00.000|2015-12-06 22:20:25.468|2015-12-06 22:20:27.219|
1|AGUASCALIENTES|1|JESUS MARIA|427|1|B|0|2|2|Ilegible|228|228|Ilegible|56|28|56|45|1|1|2|4|0|0|3|196|458| |1| |193adfd3db5163ab94c911627f6ce68fc4dde3b906da3a0b51a2e4d360cb7d99|2015-12-06 22:47:00.000|2015-12-07 00:30:18.697|2015-12-07 00:30:21.882|
1|AGUASCALIENTES|1|JESUS MARIA|427|1|C|0|2|2|Sin dato|219|219|41|56|18|41|52|5|1|2|2|0|0|1|219|458| |1| |033d6080f93bb8288bed80125a2a31710fab4b08c79ced1e9d381efba33595e5|2015-12-06 22:43:00.000|2015-12-06 23:22:17.550|2015-12-06 23:22:20.695|
1|AGUASCALIENTES|1|JESUS MARIA|428|1|B|0|2|2|494|259|260|65|97|9|25|41|3|0|2|2|4|0|12|260|734| |1| |91e35077314fb1127f2ff4f5175b4b6d22d93609039ebeca9c81768e85d9731b|2015-12-06 22:39:00.000|2015-12-06 23:16:42.783|2015-12-06 23:16:46.392|
1|AGUASCALIENTES|1|JESUS MARIA|428|1|C|0|2|2|541|212|212|63|62|4|26|34|7|0|2|1|1|0|12|212|733| |1| |7e66fff1f9fafb8c6f5c969ae471efddf3b89dde9fb13ca7fd645e081f403b0a|2015-12-06 22:40:00.000|2015-12-06 23:20:56.060|2015-12-06 23:21:00.020|
1|AGUASCALIENTES|1|JESUS MARIA|428|2|C|0|2|2| | | | | | | | | | | | | | | | |733|Sin acta(3)|0| | | | | |
1|AGUASCALIENTES|1|JESUS MARIA|429|1|B|0|2|2|386|317|317|51|125|9|28|91|1|0|1|1|2|1|7|317|683| |1| |4a93ce6099ce27700806d42194e065d7a16486206badbb8e00fd96994fae431f|2015-12-06 22:37:00.000|2015-12-06 23:14:55.382|2015-12-06 23:14:58.711|
1|AGUASCALIENTES|1|JESUS MARIA|429|1|C|0|2|2|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|0|683| |1| |cae37b29be5fcf7cd59e536310060a51e282329778dc1a1e86cc6cb40c2a26f1|2015-12-06 22:44:00.000|2015-12-06 23:17:31.057|2015-12-06 23:17:34.192|
1|AGUASCALIENTES|1|JESUS MARIA|429|2|C|0|2|2|345|355|357|60|132|8|63|70|2|Ilegible|1|6|4|Sin dato|11|357|682| |1| |8afbbe24ac3b4ab862143c74587bd630fbd0c10610d498d9bc0ec4b997536516|2015-12-06 22:45:00.000|2015-12-06 23:24:22.751|2015-12-06 23:24:24.378|
1|AGUASCALIENTES|1|JESUS MARIA|430|1|B|0|2|2|301|340|0|44|63|21|101|94|Sin dato|2|Sin dato|4|3|Sin dato|8|340|622| |1| |11fa6d7b8d3cf1c4117253692f7b4978a901ed0300d35de0554347abb64138f3|2015-12-06 22:47:00.000|2015-12-06 23:26:31.907|2015-12-06 23:26:34.854|
1|AGUASCALIENTES|1|JESUS MARIA|430|1|C|0|2|2|282|360|Sin dato|50|46|9|133|95|1|0|1|1|4|Sin dato|20|360|622| |1| |d5d92288fa8abeae4cfdfaabbeaf275ae7e4bf928c55002ea83ce4d19f7bb9a7|2015-12-06 22:43:00.000|2015-12-06 23:19:05.573|2015-12-06 23:19:08.850|
1|AGUASCALIENTES|1|JESUS MARIA|431|1|B|0|1|2|256|158|158|64|34|9|21|12|6|1|2|1|2|0|6|158|394| |1| |07cfdd868e73072935171ebae73f4ede49a30270c7a00106f992d862e0a2f4af|2015-12-06 22:26:00.000|2015-12-06 22:49:32.071|2015-12-06 22:49:34.962|
1|AGUASCALIENTES|1|JESUS MARIA|431|1|C|0|1|2|269|144|144|48|39|13|14|14|6|2|4|2|1|Sin dato|1|144|393| |1| |3c4483a1c89d31d1eb89019b51abccafe625e8fa7fb66c5bd84e61f5bfab08a1|2015-12-06 22:25:00.000|2015-12-06 22:50:52.904|2015-12-06 22:50:54.650|
1|AGUASCALIENTES|1|JESUS MARIA|432|1|B|0|1|2|492|179|189|70|49|13|33|8|5|1|1|0|2|0|7|189|661| |1| |a498b85b48a83e17d7e97f0961ffe73a11c99507158e7d730e317db99c2df614|2015-12-06 22:27:00.000|2015-12-06 22:53:00.792|2015-12-06 22:53:03.836|
1|AGUASCALIENTES|1|JESUS MARIA|432|1|C|0|1|2|479|191|202|71|48|19|37|6|6|1|1|5|3|1|4|202|661| |1| |fc75e6256719105fe4fc91b13823de9fc09c5e04bc2ec0e064bfb9201de86708|2015-12-06 22:32:00.000|2015-12-06 23:02:25.471|2015-12-06 23:02:28.481|
1|AGUASCALIENTES|1|JESUS MARIA|432|2|C|0|1|2|494|180|186|53|53|12|33|12|6|2|0|5|3|Sin dato|7|186|660| |1| |41e227ca0986ddb693af1cd53cb065214b64ce60f1f9f51ec7f08f5e65ce6fcd|2015-12-06 22:28:00.000|2015-12-06 22:55:25.842|2015-12-06 22:55:28.860|
1|AGUASCALIENTES|1|JESUS MARIA|433|1|B|0|2|2|249|161|171|59|35|5|27|24|6|0|4|4|1|0|6|171|400| |1| |0ebbb45c777b7e16791fb3518abffcda79c2a98f4a39301171fc973df98c1946|2015-12-06 22:27:00.000|2015-12-06 22:58:34.263|2015-12-06 22:58:36.317|
1|AGUASCALIENTES|1|JESUS MARIA|433|1|C|0|2|2|273|139|147|47|32|3|17|24|7|0|2|7|1|0|7|147|400| |1| |06a7cdf6e1a66f3ab323538d11a0d966aac6446b41bf72102c3a7cb5d5bba1af|2015-12-06 22:30:00.000|2015-12-06 22:57:30.937|2015-12-06 22:57:33.429|
1|AGUASCALIENTES|1|JESUS MARIA|434|1|B|0|1|2|436|319|331|168|60|9|16|46|20|0|1|4|2|0|5|331|747| |1| |ab8ec3ee9c3780e21c666bff5b9a532aa16770f826106ade0b60fdc182ec3338|2015-12-06 22:25:00.000|2015-12-06 22:51:25.547|2015-12-06 22:51:27.851|
1|AGUASCALIENTES|1|JESUS MARIA|435|1|B|0|1|2|260|181|193|79|58|2|7|22|6|2|0|7|1|0|9|193|433| |1| |8737c611945562013748f8bfa1e876975735b9073c386e67829f9d8355f08d5d|2015-12-06 22:24:00.000|2015-12-06 22:48:35.489|2015-12-06 22:48:39.016|
1|AGUASCALIENTES|1|JESUS MARIA|435|1|C|0|1|2|266|176|187|86|48|2|6|30|6|0|0|2|2|0|5|187|433| |1| |100506eecfed0cf6f2ec8b3ea00e149a5130f10ef8f9a6428d6bad4ed00122d0|2015-12-06 22:25:00.000|2015-12-06 22:48:58.663|2015-12-06 22:49:02.161|
1|AGUASCALIENTES|1|JESUS MARIA|436|1|B|0|1|2|559|170|178|75|28|1|23|21|6|5|5|7|0|0|7|178|717| |1| |615604232254c9b1cd88771d447c41cfddf642357371458ad0c230e0874eaeb5|2015-12-06 23:09:00.000|2015-12-07 00:20:25.052|2015-12-07 00:20:26.415|
1|AGUASCALIENTES|1|JESUS MARIA|436|1|C|0|1|2|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|0|717| |1| |81ffb73f524944e9e18ddb38a2df7e9f7be795df0a7558f4e01ff82cede73b14|2015-12-06 23:04:00.000|2015-12-06 23:42:23.616|2015-12-06 23:42:26.188|
1|AGUASCALIENTES|1|JESUS MARIA|436|2|C|0|1|2|532|205|205|95|56|3|15|12|10|1|2|3|5|0|3|205|717| |1| |0143d5cc450d1b418c322d09e3173116e1158f2979f21d1361dc0d55d3882bd6|2015-12-06 23:05:00.000|2015-12-06 23:49:06.426|2015-12-06 23:49:08.643|
1|AGUASCALIENTES|1|JESUS MARIA|436|3|C|0|1|2|522|207|215|69|55|3|25|29|11|2|1|7|5|0|8|215|717| |1| |8635a22ce3a5981527d105e9e7c98de4b4ec3869dcaffb0d98d8a50b3ea6598d|2015-12-06 23:06:00.000|2015-12-06 23:47:13.025|2015-12-06 23:47:15.796|
1|AGUASCALIENTES|1|JESUS MARIA|436|4|C|0|1|2|534|193|203|85|55|3|12|24|4|4|3|6|3|Sin dato|4|203|717| |1| |c4b5054c4fd04b0755e69566b2254affd0e1467bd283906f31c14b41b3830050|2015-12-06 23:05:00.000|2015-12-06 23:50:59.355|2015-12-06 23:51:02.100|
1|AGUASCALIENTES|1|JESUS MARIA|437|1|B|0|2|2|470|179|185|69|45|4|19|33|6|2|1|3|1|0|2|185|638| |1| |7110538cb889f16cf75e80f80b4090c8a84e52a7cb6aa6f7c667ea0032f2e767|2015-12-06 23:04:00.000|2015-12-06 23:44:04.788|2015-12-06 23:44:07.761|
